Ship,Country or organization,Class,Type,Displacement (tons),First commissioned,Fate
Heythrop,ENG,Hunt,DE,1050,,sunk 20 March 1942
Hibiscus,Royal Navy  United States Navy,Flower,K,925,21 May 1940,"to USA as Spry 2 May 1942, to UK 26 August 1945"
Highlander,ENG,Havant,DD,1340,18 March 1940,scrapped May 1946
Hindustan,Royal Indian Navy,Folkestone,SL,1045,10 October 1930,"Transferred to Pakistan 1948, renamed Karsaz"
Hiei,JPN,Kongō,battlecruiser,36600,1914,sunk 14 November 1942
Hilary P. Jones,USA,Benson,DD,1620,6 September 1940,"to Taiwan 1954, scrapped 1974"
Hiryū,JPN,Sōryū,CV,17300,5 July 1939,sunk 5 June 1942
Hiyō,JPN,Hiyō,CV,24140,31 July 1942,sunk 20 June 1944
Hobart,Royal Australian Navy,modified Leander,CL,6980,28 September 1938,scrapped 1962
Hobby,USA,Benson,DD,1620,18 November 1942,"decommissioned 1946, sunk as target 1972"
Hobson,USA,Gleaves,DD,1630,22 January 1942,sunk in collision 1952
Hoel,USA,Fletcher,DD,2100,19 July 1943,"sunk 25 October 1944, Battle off Samar"
Hoggatt Bay,USA,Casablanca,CVE,7800,11 January 1944,"decommissioned 20 July 1946, scrapped 1960"
Holderness,ENG,Hunt,DE,1000,10 August 1940,"paid off 1956, scrapped 1956"
Hollandia,USA,Casablanca,CVE,7800,1 June 1944,"decommissioned 17 January 1947, scrapped 1961"
Hollyhock,ENG,Flower,K,925,19 November 1940,9 April 1942
Honesty,ENG,Flower modified,K,1015,28 May 1943,scrapped 1961
Honeysuckle,ENG,Flower,K,925,14 September 1940,
Honolulu,USA,Brooklyn,CL,9650,15 June 1938,scrapped 1959
Hood,ENG,Admiral,battlecruiser,42100,5 March 1920,sunk 24 May 1941
Hornet (I),USA,Yorktown,CV,26500,25 October 1941,sunk 27 October 1942
Hornet (II),USA,Essex,CV,27100,29 November 1943,decommissioned 26 June 1970; museum ship
Hōshō,JPN,,CV,7470,27 December 1922,scrapped 1947
Hostile,ENG,H,DD,1350,10 September 1936,scuttled 23 August 1940
Hotspur,ENG,H,DD,1350,29 December 1936,to Dominican Republic after war
Hogue,ENG,Battle,DD,2325,24 July 1945,constructive loss 25 August 1962
Houston (I),USA,Northampton,CA,9200,17 June 1930,sunk 1 March 1942
Houston (II),USA,Cleveland,CL,11800,20 December 1943,scrapped 1959
Hova,Free French Naval Forces,Cannon,DE,1240,18 March 1944,Decommissioned May 1964
Howe,ENG,King George V,BB,35000,28 September 1942,scrapped 1958
Huáscar,CHL,,ironclad,1870,1866,Museum ship
Hughes,USA,Sims,DD,1570,21 September 1939,scuttled after A-bomb test 1948
Hull,USA,Farragut,DD,1365,11 January 1935,foundered in typhoon 18 December 1944
Humaytá,Brazil,Humaytá,SS,1440,20 July 1929,Decommissioned 25 November 1950
Hunter,ENG,H,DD,1350,30 September 1936,sunk 10 April 1940
Huron,Royal Canadian Navy,Tribal,DD,1927,19 July 1943,scrapped 1965
Hurricane,ENG,Havant,DD,1340,21 June 1940,sunk 24 December 1943
Hursley,Royal Navy  Hellenic Navy,Hunt,DD,1050,2 April 1942,"to Greece 2 November 1943 as Kriti, scrapped April 1960"
Hurworth,ENG,Hunt,DD,1050,5 October 1941,sunk 22 October 1943
Hvidbjørnen,Royal Danish Navy,,PB,1050,,
Hyacinth,Royal Navy  Hellenic Navy,Flower,K,925,2 October 1940,"to Greece as Apostolis 24 October 1943, out of service 1952"
Hyatt,CHL,Serrano,DD,1090,,Discarded 1963
Hyderabad,ENG,Flower,K,925,23 February 1942,
Hydra,Hellenic Navy,Kountouriotis,DD,1350,1933,sunk 22 April 1941
Hydrangea,ENG,Flower,K,925,3 January 1941,
Hyperion,ENG,H,DD,1350,3 December 1936,sunk 22 December 1940
Hyūga,JPN,Ise,BB,36000,11 April 1913,sunk 27 July 1945
