Section,version_name,type,name_group,parent_version,design_team,obsolete,icon,# ship_mtg_armor_upgrade,# submarine_mtg_engine_upgrade,ship_ASW_upgrade,ship_anti_air_upgrade,ship_mtg_armor_sub_upgrade,ship_mtg_armor_upgrade,ship_mtg_carrier_engine_upgrade,ship_mtg_deck_space_upgrade,ship_mtg_engine_upgrade,ship_mtg_hevy_engine_upgrade,ship_mtg_light_engine_upgrade,ship_mtg_mid_engine_upgrade,ship_mtg_naval_range_upgrade,ship_mtg_sp_hevy_engine_upgrade,submarine_mtg_engine_upgrade,# fixed_ship_armor_slot,# fixed_ship_deck_slot_2,# front_1_custom_slot,# front_2_custom_slot,# mid_3_custom_slot,# rear_2_custom_slot,fixed_ship_anti_air_slot,fixed_ship_armor_slot,fixed_ship_battery_slot,fixed_ship_deck_slot_1,fixed_ship_deck_slot_2,fixed_ship_deck_slot_3,fixed_ship_engine_slot,fixed_ship_fire_control_system_slot,fixed_ship_missile_slot,fixed_ship_radar_slot,fixed_ship_secondaries_slot,fixed_ship_sonar_slot,fixed_ship_sub_snorkel_slot,fixed_ship_torpedo_depth_charge_slot,fixed_ship_torpedo_slot,front_1_custom_slot,front_2_custom_slot,mid_1_custom_slot,mid_2_custom_slot,mid_3_custom_slot,rear_1_custom_slot,rear_2_custom_slot
siam_navy,Prap Porapak Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,,,,,,1,,,,,5,,4,,,,,,,,,ship_old_anti_air_4A,,ship_old_light_battery_2,,,,SM_engine_2,ship_sonar_3,,ship_radar_3,,,,,ship_JAP_torpedo,,,ship_JAP_light_battery_1,,,ship_depth_charge_3,
siam_navy,Kechon Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,,,,,,2,,,,,6,,5,,,,,,,,,ship_old_anti_air_2A,,dp_GER_light_battery,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_3,,,,,ship_torpedo_2,,,dp_GER_light_battery,,,ship_depth_charge_projection_device_2,
siam_navy,Ratnakosindra Class,ship_hull_micro,,,,,,,,,,,,,,8,,,,8,,,,,,,,,ship_old_anti_air_2A,,ship_dp_old_light_battery_1,,,,SM_engine_1,,,ship_radar_2,,,,,,empty,,,,,,
siam_navy,Trad Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,,,3,3,,,,,8,,,,10,,,,,,,,,ship_old_anti_air_2A,,ship_dp_old_light_battery_1,,,,SM_engine_2,,,ship_sonar_2,,,,ship_torpedo_1,,ship_dp_old_light_battery_1,,ship_dp_old_light_battery_1,,,,
siam_navy,Sua Thayan Chon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,,,5,2,,,,,8,,,,10,,,,,,,,,ship_old_anti_air_2A,,ship_old_light_battery_2,,,,SM_engine_2,,,ship_sonar_2,,,,ship_mine_sweeper_2,,ship_JAP_light_battery_1,,ship_depth_charge_projection_device_1,,,,
siam_navy,Sriya Monthon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,,,5,2,,,,,8,,,,10,,,,,,,,,ship_old_anti_air_2A,,ship_old_light_battery_2,,,,SM_engine_2,,,ship_sonar_3,,,,ship_mine_sweeper_2,,ship_JAP_light_battery_1,,ship_depth_charge_projection_device_2,,,,
siam_navy,Matchanu Class,ship_hull_submarine_1,PHI_HISTORICAL_SS,0,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,sub_engine_3,,,ship_radar_2,,ship_sonar_2,ship_old_sub_snorkel_2,,ship_torpedo_sub_1,ship_dp_old_light_battery_1,,ship_extra_fuel_tank,,,ship_torpedo_sub_1,
siam_navy,Sunthorn Phu Class,ship_hull_cruiser_submarine,SIA_HISTORICAL_SS,0,,,,,,,,,,,,,,,,5,,3,,,,,,,,,,,,,sub_engine_3,,,ship_radar_2,,ship_sonar_2,ship_old_sub_snorkel_1,,ship_JAP_torpedo_sub,ship_old_anti_air_2A,,ship_extra_fuel_tank_4,,,ship_extra_fuel_tank_4,
kamchatka_navy,Huji Class,ship_hull_pre_dreadnought_0,JAP_HISTORICAL_BB,,,,,,,,,,20,,,,5,,,20,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_3,ship_USA_heavy_battery,,,,SM_engine_5,ship_fire_control_system_3,,ship_radar_3,ship_old_secondaries_1,,,,,ship_torpedo_uw,,ship_anti_air_1x8,ship_airplane_launcher_2,ship_airplane_launcher_2,ship_USA_heavy_battery,
kamchatka_navy,Shikishima Class,ship_hull_pd_battle_carrier,JAP_HISTORICAL_BB,,,,,,,,,,5,,,,5,,,4,,,,,,,,,ship_secondaries_1,sm_armor_3,ship_USA_heavy_battery,,,,SM_engine_5,ship_fire_control_system_3,,ship_radar_3,ship_dp_Bofors_battery_2x8,,,,,ship_dp_Bofors_battery_2x8,,ship_dp_Bofors_battery_2x8,ship_deck_space_BB,,helicopter_deck_space_1,
kamchatka_navy,Ukuru Class,ship_hull_frigate_2,JAP_DE_HISTORICAL,,,,,,,5,5,,,,,10,,,,10,,,,,,,,,ship_old_anti_air_2A,,dp_GER_light_battery,,,,SM_engine_2,,,ship_sonar_3,,,,ship_mine_sweeper_2,,dp_GER_light_battery,,ship_depth_charge_projection_device_2,,,,
kamchatka_navy,Ise Class,ship_hull_battle_carrier_1,JAP_HISTORICAL_BB,,,,,,,,,,5,,2,,5,,,5,,,,,,,,,ship_anti_air_rocket_2,sm_armor_3,ship_JAP_heavy_battery,,,,SM_engine_5,ship_fire_control_system_4,,ship_radar_4,dp_ship_secondaries_2,,,,,ship_JAP_heavy_battery,,ship_dp_Bofors_battery_2x8,ship_dp_Bofors_battery_2x8,,ship_deck_space_BB,ship_deck_space_BB
kamchatka_navy,Huso Class,ship_hull_battle_carrier_1,JAP_HISTORICAL_BB,,,,,,,,,,3,,2,,5,,,4,,,,,,,,,ship_anti_air_rocket_2,sm_armor_3,ship_JAP_heavy_battery,,,,SM_engine_5,ship_fire_control_system_4,,ship_radar_4,dp_ship_secondaries_2,,,,,ship_JAP_heavy_battery,,ship_JAP_heavy_battery,ship_dp_Bofors_battery_2x8,,ship_dp_Bofors_battery_2x8,ship_deck_space_BB
kamchatka_navy,Kasuga Class,ship_hull_cruiser_armored_cruiser_carrier,JAP_HISTORICAL_BB,,,,,,,,,,1,,2,,,,8,3,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_2,ship_old_medium_battery_3,,,,SM_engine_5,ship_fire_control_system_4,,ship_radar_4,ship_old_secondaries_1,,,,,ship_dp_Bofors_battery_1x8,,ship_torpedo_uw_s,,,ship_deck_space_C,ship_deck_space_C
kamchatka_navy,Housyo Class,ship_hull_carrier_0,JAP_HISTORICAL_CV,,,,,,,,,,1,2,0,,,,,10,,,,,,,,,ship_sonar_4,sm_armor_1,,flush_deck,ship_anti_air_1x8,,SM_engine_3,,,ship_radar_3,ship_old_secondaries_1,,,,,ship_depth_charge_projection_device_2,,ship_dp_Bofors_battery_1x8,,,,
kamchatka_navy,Ryuuhou Class,ship_hull_carrier_conversion_tp,JAP_HISTORICAL_CVL,,,,,,,,,,0,4,2,,,,,4,,,,,,,,,ship_dp_Bofors_battery_1x8,sm_armor_ms_1,,flush_deck,ship_depth_charge_projection_device_2,,SM_engine_3,,,ship_radar_3,ship_old_secondaries_1,,,,,,,,,,,
kamchatka_navy,Jyunyo Class,ship_hull_carrier_conversion_mc,JAP_HISTORICAL_CVL,,,,,,,,,,1,5,3,,,,,5,,,,,,,,,ship_dp_Bofors_battery_1x8,sm_armor_ms_1,,flush_deck,ship_depth_charge_projection_device_2,,SM_engine_3,,,ship_radar_3,ship_old_secondaries_1,,,,,,,,,,,
kamchatka_navy,Yamashiomaru Class,ship_hull_carrier_conversion_mc,JAP_HISTORICAL_CVL,,,,,,,,,,1,6,1,,,,,6,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_ms_2,,flush_deck,ship_depth_charge_projection_device_2,,SM_engine_3,,,ship_radar_4,ship_old_secondaries_1,,,,,,,,,,,
kamchatka_navy,Asashio Class,ship_hull_light_2,JAP_HISTORICAL_DD,,,,,,,,,,2,,,,,5,,5,,,,,,,,,ship_anti_air_1x8,,dp_GER_light_battery,,,,SM_engine_2,ship_sonar_3,,ship_radar_3,,,,,ship_depth_charge_projection_device_2,dp_GER_light_battery,,dp_GER_light_battery,,,ship_dp_Bofors_battery_2,
kamchatka_navy,Hubuki Class,ship_hull_light_2,JAP_HISTORICAL_DD,,,,,,,,,,2,,,,,5,,5,,,,,,,,,ship_anti_air_1x8,,ship_dp_old_light_battery_3,,,,SM_engine_2,ship_sonar_3,,ship_radar_3,,,,,ship_JAP_torpedo,ship_dp_old_light_battery_3,,ship_dp_old_light_battery_3,,,ship_depth_charge_projection_device_2,
kamchatka_navy,Oodomari Class,ship_hull_cruiser_0_transport_remodeling,JAP_MINELAYERS_HISTORICAL,,,,,,,,,,6,,,,,,6,6,,,,,,,,,ship_old_anti_air_1x8,sm_armor_ms_1,ship_dp_old_light_battery_1,,,,SM_engine_4,ship_fire_control_system_4,,ship_radar_4,ship_old_anti_air_1,,,,,,,ship_depth_charge_2,,,,
kamchatka_navy,Chiyoda Class,ship_hull_cruiser_3,JAP_HISTORICAL_AV,,,,,,,,,,4,,,,,,6,6,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_1,ship_JAP_light_medium_battery_3,,,,SM_engine_4,ship_fire_control_system_4,,ship_radar_4,dp_GER_light_batteryx4,,,,,ship_JAP_light_medium_battery_3,,ship_JAP_light_medium_battery_3,ship_airplane_launcher_2,,ship_JAP_light_medium_battery_3,
kamchatka_navy,Kashihara Class,ship_hull_cruiser_3,JAP_TV,,,,,,,,,,4,,,,,,4,6,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_1,ship_JAP_light_medium_battery_3,,,,SM_engine_4,ship_fire_control_system_4,,ship_radar_4,dp_GER_light_batteryx4,,,,,ship_depth_charge_projection_device_2,,dp_GER_light_batteryx4,ship_airplane_launcher_2,,ship_JAP_light_medium_battery_3,
kamchatka_navy,Atsuta Class,ship_hull_cruiser_4,JAP_TV,,,,,,,,,,4,,,,,,4,6,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_1,ship_JAP_light_medium_battery,,,,SM_engine_4,ship_fire_control_system_4,,ship_radar_4,dp_GER_light_batteryx4,,,,,ship_JAP_light_medium_battery,,ship_JAP_light_medium_battery,ship_jet_airplane_launcher_1,,ship_JAP_light_medium_battery,ship_depth_charge_3
kamchatka_navy,Kagerou Class,ship_hull_light_3,JAP_HISTORICAL_DD,,,,,,,,,,2,,,,,5,,5,,,,,,,,,ship_anti_air_1x8,,dp_GER_light_battery,,,,SM_engine_2,ship_sonar_4,,ship_radar_4,,,,,ship_short_torpedo_1,dp_GER_light_battery,ship_anti_air_1,ship_JAP_torpedo,ship_JAP_torpedo,ship_depth_charge_projection_device_1,dp_GER_light_battery,ship_depth_charge_2
kamchatka_navy,Yaeyama Class,ship_hull_cruiser_4,JAP_MINELAYERS_HISTORICAL,,,,,,,,,,4,,,,,,6,8,,,,,,,,,ship_dp_Bofors_battery_3x8,sm_armor_1,ship_JAP_light_medium_battery,,,,SM_engine_4,ship_sonar_4,,ship_radar_4,ship_mine_layer_rocket_2,,,,,ship_anti_submarine_battery_1,,ship_mine_layer_rocket_2,ship_mine_layer_rocket_2,,ship_mine_layer_rocket_2,ship_anti_submarine_battery_1
kamchatka_navy,Kasado Class,ship_hull_cruiser_4,JAP_DE_HISTORICAL,,,,,,,,,,5,,,,,,5,10,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_1,ship_JAP_light_medium_battery,,,,SM_engine_4,ship_sonar_3,,ship_radar_4,ship_mine_layer_rocket_2,,,,,ship_JAP_light_medium_battery,,ship_mine_layer_rocket_2,ship_mine_layer_rocket_2,ship_mine_layer_rocket_2,ship_depth_charge_projection_device_2,ship_depth_charge_projection_device_2
kamchatka_navy,Souya Class,ship_hull_cruiser_carrier_0,JAP_HISTORICAL_AV,,,,,,,,,,2,,0,,,,4,8,,,,,,,,,ship_old_anti_air_3x8,sm_armor_ms_1,ship_dp_old_light_battery_1,,,,SM_engine_3,ship_fire_control_system_4,,ship_radar_4,ship_dp_Bofors_battery_1x8,,,,,,,helicopter_deck_space_1,,,,
kamchatka_navy,Jingei Class,ship_hull_cruiser_1,JAP_WHALE,,,,,,,,,,1,,,,,,4,5,,,,,,,,,ship_old_anti_air_3x8,sm_armor_2,ship_JAP_light_medium_battery_2,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_4,ship_mine_layer_3,,,,,ship_JAP_light_medium_battery_2,,ship_depth_charge_projection_device_1,ship_dp_Bofors_battery_3x8,ship_airplane_launcher_2,ship_depth_charge_2,
kamchatka_navy,Hakugei Class,ship_hull_cruiser_2,JAP_WHALE,,,,,,,,,,1,,,,,,6,7,,,,,,,,,ship_anti_air_1x8,sm_armor_2,ship_JAP_light_medium_battery_3,,,,SM_engine_3,ship_sonar_4,,ship_radar_4,ship_mine_layer_rocket_2,,,,,ship_JAP_light_medium_battery_3,,ship_JAP_light_medium_battery_3,ship_dp_Bofors_battery_3x8,ship_airplane_launcher_2,ship_depth_charge_projection_device_2,
kamchatka_navy,Suzunami Class,ship_hull_light_2,JAP_HISTORICAL_DD,,,,GFX_suzunami,,,,,,2,,,,,5,,5,,,,,,,,,ship_old_anti_air_3x8,,ship_old_light_battery_2,,,,SM_engine_2,ship_sonar_3,,ship_radar_3,,,,,ship_torpedo_3,ship_old_light_battery_2,,ship_old_light_battery_2,,,ship_depth_charge_3,
kamchatka_navy,Kai Tyu VII Class,ship_hull_submarine_2,JAP_MHISTORICAL_SS,,,,,,,,,,2,,,,,,,2,,2,,,,,,,,,,,,,sub_engine_3,,,ship_radar_3,,ship_sonar_3,ship_old_sub_snorkel_2,,ship_JAP_torpedo_sub,ship_dp_old_light_battery_1,,ship_old_anti_air_3,,,ship_JAP_torpedo_sub,
england_navy,Victory Class,ship_hull_wooden_hulled_heavy_2,ENG_HISTORICAL_BB,3,,yes,,,,,,,5,,,,3,,,3,,,,,,,,,ship_dp_old_light_battery_1,,ship_dp_old_light_battery_1,,,,SM_engine_s,ship_fire_control_system_0,,ship_light_1,,,,,,dp_ship_old_secondaries_2,,dp_ship_old_secondaries_2,,,dp_ship_old_secondaries_2,
england_navy,Queen Elizabeth Class,ship_hull_heavy_0,ENG_HISTORICAL_BB,3,,yes,,,,,,,5,,,,3,,,3,,,,,,,,,ship_old_anti_air_3,sm_armor_3,ship_ENG_heavy_battery_1,,,,SM_engine_2,ship_fire_control_system_2,,ship_radar_2,dp_FRA_light_battery,,,,,ship_torpedo_uw,,ship_ENG_heavy_battery_1,ship_ENG_heavy_battery_1,,ship_ENG_heavy_battery_1,
england_navy,Revenge Class,ship_hull_heavy_0,ENG_HISTORICAL_BB,4,,,,,,,,,5,,,,7,,,5,,,,,,,,,ship_old_anti_air_3,sm_armor_3,ship_ENG_heavy_battery_1,,,,SM_engine_2,ship_fire_control_system_2,,ship_radar_1,ship_old_secondaries_1,,,,,ship_torpedo_uw,,ship_ENG_heavy_battery_1,ship_ENG_heavy_battery_1,,ship_ENG_heavy_battery_1,
england_navy,Nelson Class,ship_hull_heavy_1,ENG_HISTORICAL_BB,1,,yes,,,,,,,5,,,,3,,,5,,,,,,,,,ship_old_anti_air_4A,sm_armor_3,ship_heavy_battery_1,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_2,ship_old_light_medium_battery_2,,,,,ship_torpedo_uw,,ship_heavy_battery_1,ship_heavy_battery_1,,ship_old_light_medium_battery_2,
england_navy,King George V Class,ship_hull_heavy_1,ENG_HISTORICAL_BB,1,,,,,,,,,5,,,,5,,,5,,,,,,,,,ship_dp_Bofors_battery_3x8,sm_armor_3,ship_old_heavy_battery_1,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_3,ship_FRA_light_battery,,,,,ship_ENG_heavy_battery_2,,ship_ENG_heavy_battery_2,ship_old_heavy_battery_1,,ship_anti_air_rocket_2,
england_navy,Lion Class,ship_hull_heavy_2,ENG_HISTORICAL_BB,1,,,,,,,,,6,,,,5,,,5,,,,,,,,,ship_old_anti_air_4A,sm_armor_3,ship_heavy_battery_1,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_2,ship_FRA_light_battery,,,,,ship_heavy_battery_1,,ship_heavy_battery_1,ship_airplane_launcher_2,,ship_anti_air_rocket_2,
england_navy,Admiral Class,ship_hull_heavy_1,ENG_HISTORICAL_BC,1,,,,,,,,,5,,,,5,,,4,,,,,,,,,ship_old_anti_air_4A,sm_armor_2,ship_ENG_heavy_battery_1,,,,SM_engine_2,ship_fire_control_system_2,,ship_radar_2,ship_torpedo_uw,,,,,ship_ENG_heavy_battery_1,,ship_ENG_heavy_battery_1,ship_anti_air_rocket_1,,ship_ENG_heavy_battery_1,
england_navy,Incomparable Class,ship_hull_super_heavy_1,ENG_HISTORICAL_BC,1,,,,,,,,,7,,,,5,,,8,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_5,ship_super_heavy_battery_0,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_3,ship_torpedo_uw,,,,,ship_super_heavy_battery_0,ship_super_heavy_battery_0,ship_dp_Bofors_battery_3x8,ship_anti_air_rocket_1,ship_torpedo_uw_s,ship_super_heavy_battery_0,ship_airplane_launcher_2
england_navy,Minotaur Class,ship_hull_cruiser_armored_cruiser,ENG_HISTORICAL_CA,8,,yes,,,,,,,3,,,,,,5,4,,,,,,,,,dp_ship_secondaries_A,sm_armor_3,ship_ENG_mid_battery_1,,,,SM_engine_0,ship_fire_control_system_0,,ship_light_1,ship_ENG_medium_battery_1,,,,,ship_torpedo_uw,,ship_ENG_mid_battery_1,,,ship_ENG_mid_battery_1,ship_ENG_mid_battery_1
england_navy,Pelorus Class,ship_hull_cruiser_defenced_cruiser,ENG_HISTORICAL_CL,,,yes,,,,,,,5,,,,,,4,3,,,,,,,,,dp_ship_secondaries_A,sm_armor_1,ship_ENG_light_battery_2,,,,SM_engine_2,ship_fire_control_system_0,,ship_light_1,ship_torpedo_uw,,,,,ship_ENG_light_battery_2,,dp_ship_secondaries_A,,,ship_ENG_light_battery_2,
england_navy,Blonde Class,ship_hull_cruiser_scout_cruiser,ENG_HISTORICAL_CL,,,yes,,,,,,,0,,,,,,1,2,,,,,,,,,dp_ship_old_secondaries_1,sm_armor_0,ship_ENG_light_battery_2,,,,SM_engine_0,ship_fire_control_system_0,,ship_light_1,,,,,,ship_ENG_light_battery_2,,ship_torpedo_2,,,ship_ENG_light_battery_2,
england_navy,Arethusa Class,ship_hull_cruiser_1,ENG_HISTORICAL_CL,,,yes,,,,,,,0,,,,,,5,3,,,,,,,,,ship_old_anti_air_3,sm_armor_1,ship_old_light_medium_battery_2,,,,SM_engine_2,ship_fire_control_system_1,,ship_radar_2,ship_ENG_light_battery_3,,,,,ship_old_anti_air_3,,ship_torpedo_2,ship_old_light_medium_battery_2,ship_ENG_light_battery_1x4,ship_old_light_medium_battery_2,
england_navy,Southampton Class,ship_hull_cruiser_2,CAN_HISTORICAL_CL,,,yes,,,,,,,0,,,,,,5,3,,,,,,,,,ship_old_anti_air_3,sm_armor_2,ship_USA_light_medium_battery,,,,SM_engine_2,ship_fire_control_system_2,,ship_radar_2,ship_ENG_light_battery_1x4,,,,,ship_USA_light_medium_battery,,ship_torpedo_3,ship_USA_light_medium_battery,ship_ENG_light_battery_3,ship_USA_light_medium_battery,
england_navy,Gloucester Class,ship_hull_cruiser_2,CAN_HISTORICAL_CL,,,yes,,,,,,,1,,,,,,6,4,,,,,,,,,ship_old_anti_air_3,sm_armor_2,ship_USA_light_medium_battery,,,,SM_engine_2,ship_fire_control_system_2,,ship_radar_2,ship_ENG_light_battery_3,,,,,ship_USA_light_medium_battery,,ship_torpedo_3,ship_airplane_launcher_1,ship_USA_light_medium_battery,ship_USA_light_medium_battery,
england_navy,Edinburgh Class,ship_hull_cruiser_2,CAN_HISTORICAL_CL,,,yes,,,,,,,1,,,,,,6,5,,,,,,,,,ship_old_anti_air_2,sm_armor_2,ship_USA_light_medium_battery,,,,SM_engine_2,ship_fire_control_system_2,,ship_radar_2,ship_ENG_light_battery_1x4,,,,,ship_USA_light_medium_battery,,ship_torpedo_3,ship_ENG_light_battery_3,ship_USA_light_medium_battery,ship_USA_light_medium_battery,
england_navy,Dido Class,ship_hull_cruiser_2,ENG_HISTORICAL_CL,,,yes,,,,,,,1,,,,,,5,5,,,,,,,,,ship_old_anti_air_3,sm_armor_1,ship_GER_light_battery,,,,SM_engine_2,ship_fire_control_system_2,,ship_radar_2,ship_ENG_light_battery_3,,,,,ship_GER_light_battery,,ship_torpedo_2,ship_GER_light_battery,ship_torpedo_2,ship_GER_light_battery,
england_navy,Bellona Class,ship_hull_cruiser_2,ENG_HISTORICAL_CL,,,yes,,,,,,,1,,,,,,5,3,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_2,ship_GER_light_battery,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_3,ship_ENG_light_battery_3,,,,,ship_GER_light_battery,,ship_torpedo_2,ship_GER_light_battery,ship_torpedo_2,ship_GER_light_battery,
england_navy,Crown Colony Class,ship_hull_cruiser_2,ENG_HISTORICAL_CL,,,,,,,,,,2,,,,,,5,6,,,,,,,,,ship_old_anti_air_3,sm_armor_1,ship_USA_light_medium_battery,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_3,ship_ENG_light_battery_3,,,,,ship_USA_light_medium_battery,,ship_torpedo_2,ship_airplane_launcher_2,ship_USA_light_medium_battery,ship_USA_light_medium_battery,
england_navy,Swiftsure Class,ship_hull_cruiser_3,ENG_HISTORICAL_CL,,,,,,,,,,3,,,,,,5,6,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_1,ship_USA_light_medium_battery,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_3,ship_ENG_light_battery_3,,,,,ship_USA_light_medium_battery,,ship_torpedo_2,ship_airplane_launcher_2,ship_ENG_light_battery_3x4,ship_USA_light_medium_battery,
england_navy,Tiger Class,ship_hull_cruiser_4,ENG_HISTORICAL_CL,,,,,,,,,,3,,,,,,5,6,,,,,,,,,ship_dp_Bofors_battery_2x8,sm_armor_1,ship_USA_light_medium_battery,,,,SM_engine_2,ship_fire_control_system_3,,ship_radar_3,ship_ENG_light_battery_3,,,,,ship_USA_light_medium_battery,,ship_dp_Bofors_battery_2x8,ship_airplane_launcher_2,ship_ENG_light_battery_3x4,ship_dp_Bofors_battery_2x8,ship_USA_light_medium_battery
